round,matchweek_no,date,time,home_team,expected_goals_home,score,expected_goals_away,away_team,attendance,stadium,referee,home_team_score,away_team_score,winner,season,penalty_shoot_out,capacity
,11,2021-12-08,20:00,Manchester United,,,,BSC Young Boys,73156,Old Trafford,,1,1,draw,2021-2022,0.0,74140.0
,11,2021-12-08,20:00,VfL Wolfsburg,,,,Lille OSC,6544,Volkswagen Arena,,1,3,Lille OSC,2021-2022,0.0,30000.0
,11,2021-12-08,20:00,RB Salzburg,,,,Sevilla FC,0,Red Bull Arena,,1,0,RB Salzburg,2021-2022,0.0,31895.0
,11,2021-12-08,20:00,RB Salzburg,,,,Sevilla FC,0,Red Bull Arena,,1,0,RB Salzburg,2021-2022,0.0,42558.0
,11,2021-12-08,20:00,Bayern München,,,,FC Barcelona,0,Allianz Arena,,3,0,Bayern München,2021-2022,0.0,75024.0
,11,2021-12-08,20:00,SL Benfica,,,,Dinamo Kiev,37000,Estádio da Luz,,2,0,SL Benfica,2021-2022,0.0,65272.0
,11,2021-12-08,17:45,Juventus,,,,Malmö FF,17501,Allianz Stadium,,1,0,Juventus,2021-2022,0.0,41254.0
,12,2021-12-09,18:00,Atalanta,,,,Villarreal CF,11690,Gewiss Stadium,,2,3,Villarreal CF,2021-2022,0.0,26562.0
,13,2022-02-15,20:00,Paris Saint-Germain,,,,Real Madrid,47443,Parc des Princes,,1,0,Paris Saint-Germain,2021-2022,0.0,48712.0
,13,2022-02-15,20:00,Sporting CP,,,,Manchester City,48129,Estádio José Alvalade,,0,5,Manchester City,2021-2022,0.0,52000.0
,14,2022-02-16,20:00,RB Salzburg,,,,Bayern München,29520,Red Bull Arena,,1,1,draw,2021-2022,0.0,31895.0
,14,2022-02-16,20:00,RB Salzburg,,,,Bayern München,29520,Red Bull Arena,,1,1,draw,2021-2022,0.0,42558.0
,14,2022-02-16,20:00,Inter,,,,Liverpool FC,37918,Giuseppe Meazza,,0,2,Liverpool FC,2021-2022,0.0,75923.0
,15,2022-02-22,20:00,Villarreal CF,,,,Juventus,17686,Estadio de la Cerámica,,1,1,draw,2021-2022,0.0,23500.0
,15,2022-02-22,20:00,Chelsea FC,,,,Lille OSC,38832,Stamford Bridge,,2,0,Chelsea FC,2021-2022,0.0,41837.0
,16,2022-02-23,20:00,Atlético Madrid,,,,Manchester United,63273,Wanda Metropolitano,,1,1,draw,2021-2022,0.0,68000.0
,16,2022-02-23,20:00,SL Benfica,,,,AFC Ajax,54760,Estádio da Luz,,2,2,draw,2021-2022,0.0,65272.0
,17,2022-03-08,20:00,Bayern München,,,,RB Salzburg,25000,Allianz Arena,,7,1,Bayern München,2021-2022,0.0,75024.0
,17,2022-03-08,20:00,Liverpool FC,,,,Inter,51747,Anfield,,0,1,Inter,2021-2022,0.0,54074.0
,18,2022-03-09,20:00,Real Madrid,,,,Paris Saint-Germain,59895,Santiago Bernabéu,,3,1,Real Madrid,2021-2022,0.0,81044.0
,18,2022-03-09,20:00,Manchester City,,,,Sporting CP,51213,Etihad Stadium,,0,0,draw,2021-2022,0.0,55097.0
,19,2022-03-15,20:00,Manchester United,,,,Atlético Madrid,73008,Old Trafford,,0,1,Atlético Madrid,2021-2022,0.0,74140.0
,19,2022-03-15,20:00,AFC Ajax,,,,SL Benfica,54066,Johan Cruijff ArenA,,0,1,SL Benfica,2021-2022,0.0,54990.0
,20,2022-03-16,20:00,Lille OSC,,,,Chelsea FC,49048,Stade Pierre Mauroy,,1,2,Chelsea FC,2021-2022,0.0,50186.0
,20,2022-03-16,20:00,Juventus,,,,Villarreal CF,30385,Allianz Stadium,,0,3,Villarreal CF,2021-2022,0.0,41254.0
,21,2022-04-05,20:00,Manchester City,,,,Atlético Madrid,52018,Etihad Stadium,,1,0,Manchester City,2021-2022,0.0,55097.0
,21,2022-04-05,20:00,SL Benfica,,,,Liverpool FC,59633,Estádio da Luz,,1,3,Liverpool FC,2021-2022,0.0,65272.0
,22,2022-04-06,20:00,Villarreal CF,,,,Bayern München,21626,Estadio de la Cerámica,,1,0,Villarreal CF,2021-2022,0.0,23500.0
,22,2022-04-06,20:00,Chelsea FC,,,,Real Madrid,38689,Stamford Bridge,,1,3,Real Madrid,2021-2022,0.0,41837.0
,23,2022-04-12,20:00,Real Madrid,,,,Chelsea FC,59839,Santiago Bernabéu,,2,3,Chelsea FC,2021-2022,0.0,81044.0
,23,2022-04-12,20:00,Bayern München,,,,Villarreal CF,70000,Allianz Arena,,1,1,draw,2021-2022,0.0,75024.0
,24,2022-04-13,20:00,Atlético Madrid,,,,Manchester City,65675,Wanda Metropolitano,,0,0,draw,2021-2022,0.0,68000.0
,24,2022-04-13,20:00,Liverpool FC,,,,SL Benfica,51373,Anfield,,3,3,draw,2021-2022,0.0,54074.0
,25,2022-04-26,20:00,Manchester City,,,,Real Madrid,55097,Etihad Stadium,,4,3,Manchester City,2021-2022,0.0,55097.0
,26,2022-04-27,20:00,Liverpool FC,,,,Villarreal CF,51586,Anfield,,2,0,Liverpool FC,2021-2022,0.0,54074.0
,27,2022-05-03,20:00,Villarreal CF,,,,Liverpool FC,23665,Estadio de la Cerámica,,2,3,Liverpool FC,2021-2022,0.0,23500.0
,28,2022-05-04,20:00,Real Madrid,,,,Manchester City,61416,Santiago Bernabéu,,3,1,Real Madrid,2021-2022,0.0,81044.0
,29,2022-05-28,20:35,Liverpool FC,,,,Real Madrid,0,Stade de France,,0,1,Real Madrid,2021-2022,0.0,81338.0
